Name,Record,KDA,CSPM,GPM,Gold %,Kill Participation %,Damage Per Minute,Damage %,K+A/M,Solo Kills,Penta Kills,Champion A,Games A,Winrate A,Champion B,Games B,Winrate B,Champion C,Games C,Winrate C
TakeSet S13 Spring,10W - 11L,4.1,9.9,445,25.2%,73.6%,500.1,25.2%,0.24,2,-,Varus,5,60%,Lucian,3,33.3%,Zeri,3,33.3%
TakeSet S13 Summer,11W - 10L,5.5,9.5,461,25.1%,66.7%,627.4,27.8%,0.31,4,-,Aphelios,5,40%,Kaisa,5,60%,Xayah,4,75%
TakeSet S14 Spring,9W - 10L,4.1,9.2,445,24.4%,75.3%,586,27.3%,0.32,5,-,Varus,6,50%,Ezreal,4,75%,Kalista,3,66.7%
Tore S11 Spring,7W - 11L,1.9,1.4,223,13.3%,75.5%,157.1,9%,0.21,1,-,Alistar,4,50%,Rakan,3,66.7%,Thresh,2,0%
Tore S11 Summer,12W - 9L,3.7,1.2,234,13.1%,73%,153.7,7.4%,0.31,-,-,Nautilus,6,50%,Thresh,6,66.7%,Rakan,4,25%
Tore S12 Spring,3W - 1L,3.7,1,254,13.1%,67.3%,158.2,7.5%,0.4,-,-,Nautilus,2,100%,Rell,1,0%,Lux,1,100%
Tore S12 Summer,5W - 13L,2.5,1.2,232,13.2%,68.1%,187.8,10.2%,0.26,-,-,Renata Glasc,6,50%,Nautilus,3,66.7%,Tahm Kench,2,0%
Tore S13 Spring,14W - 13L,4.1,1,249,14%,82.1%,233.4,10.4%,0.35,1,-,Rakan,6,50%,Lulu,4,25%,Karma,4,50%
Tore S13 Summer,9W - 12L,3.2,1.1,243,13.5%,74%,186.8,8.8%,0.33,1,-,Nautilus,4,50%,Alistar,4,50%,Rakan,3,0%
Tore S14 Spring,6W - 12L,3.0,2.3,267,14.9%,78.3%,266.6,11.6%,0.32,1,-,Nautilus,4,25%,Bard,3,66.7%,Rakan,2,0%
Stankie S11 Spring,5W - 11L,3.1,8,382,22.7%,68.9%,476.9,24.9%,0.26,1,-,Xayah,3,33.3%,Caitlyn,3,100%,Kaisa,2,0%
Stankie S11 Summer,8W - 10L,4.4,7.6,374,21.6%,64.3%,483.9,25.5%,0.26,-,-,Varus,6,50%,Ezreal,5,40%,Senna,2,100%
Stankie S12 Spring,0W - 2L,2.2,0.9,214,12.1%,54%,85.1,3.5%,0.25,-,-,Nautilus,1,0%,Leona,1,0%,-,-,-
Stankie S12 Summer,0W - 1L,7.0,8.4,393,23.1%,70%,276.4,19.1%,0.19,-,-,Aphelios,1,0%,-,-,-,-,-,-
Stankie S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stankie S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stankie S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sky0 S11 Spring,10W - 10L,2.9,7,351,20.3%,50.7%,403.1,22.5%,0.24,4,-,Gragas,7,57.1%,Sion,3,0%,Jax,2,50%
Sky0 S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sky0 S12 Spring,0W - 14L,1.4,6.8,331,20.2%,47.1%,377.4,19.5%,0.15,3,-,Gragas,3,0%,Gnar,3,0%,Dr. Mundo,2,0%
Sky0 S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sky0 S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sky0 S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sky0 S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Srtty S11 Spring,4W - 7L,1.3,7.2,353,21.2%,52.8%,430.2,24.8%,0.17,8,-,Camille,2,100%,Gnar,2,50%,Gragas,2,0%
Srtty S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Srtty S12 Spring,17W - 26L,1.6,7.9,392,22.2%,50.2%,483.2,26.3%,0.22,33,-,Renekton,8,50%,Jayce,6,33.3%,Camille,5,60%
Srtty S12 Summer,19W - 26L,2.2,7.9,387,21.6%,53.9%,525.1,23.8%,0.24,28,-,Gwen,9,55.6%,Gnar,9,44.4%,Fiora,4,25%
Srtty S13 Spring,6W - 28L,2.1,8.1,383,23.2%,58.3%,526.4,26.8%,0.19,11,-,Fiora,7,28.6%,KSante,4,25%,Gnar,3,0%
Srtty S13 Summer,20W - 16L,3.7,7.9,397,21.6%,60.5%,505.4,23.3%,0.27,13,-,Jax,12,58.3%,KSante,9,44.4%,Renekton,5,60%
Srtty S14 Spring,27W - 8L,4.2,7.9,409,21.2%,52.4%,622.4,23.2%,0.31,22,-,KSante,6,83.3%,Aatrox,5,60%,Renekton,4,100%
Sorahed S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sorahed S11 Summer,10W - 11L,4.6,8.4,398,23.4%,63.7%,478.6,27%,0.27,2,-,Ezreal,4,75%,Varus,4,75%,Kaisa,2,0%
Sorahed S12 Spring,6W - 12L,2.5,7.9,383,21.9%,62.3%,522.4,25.5%,0.26,3,-,Ezreal,7,42.9%,Aphelios,5,40%,Caitlyn,2,50%
Sorahed S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sorahed S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sorahed S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sorahed S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SwordArt S11 Spring,23W - 18L,2.7,1.1,230,13%,64.7%,135.9,7.5%,0.24,-,-,Alistar,11,45.5%,Rell,5,60%,Nautilus,5,80%
SwordArt S11 Summer,24W - 16L,2.9,1.5,239,13.4%,66.1%,137.2,7.2%,0.24,1,-,Leona,10,80%,Nautilus,7,71.4%,Rell,6,33.3%
SwordArt S12 Spring,2W - 1L,5.2,1,235,12.1%,69.9%,118.5,5.6%,0.34,-,-,Thresh,2,50%,Nautilus,1,100%,-,-,-
SwordArt S12 Summer,1W - 0L,3.0,0.2,226,11.8%,75%,92.5,3.7%,0.28,-,-,Renata Glasc,1,100%,-,-,-,-,-,-
SwordArt S13 Spring,13W - 28L,3.0,0.7,224,13.3%,71.4%,214,10%,0.23,-,-,Ashe,7,42.9%,Nami,6,16.7%,Annie,5,40%
SwordArt S13 Summer,12W - 26L,2.7,1.1,230,13.1%,76.3%,134.3,6.7%,0.28,-,-,Nautilus,9,33.3%,Rakan,7,14.3%,Rell,5,20%
SwordArt S14 Spring,21W - 11L,5.3,1.7,267,14.2%,78%,211.1,9%,0.35,-,-,Milio,8,87.5%,Rakan,5,60%,Ashe,3,100%
Shera S11 Spring,7W - 15L,2.0,8,360,21.4%,54.1%,438.4,24.3%,0.22,3,-,Viktor,4,50%,Syndra,4,25%,Orianna,3,0%
Shera S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shera S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shera S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shera S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shera S13 Summer,2W - 16L,1.3,8.2,371,23%,58.2%,502.8,28.2%,0.18,3,-,Azir,4,25%,Tristana,3,33.3%,LeBlanc,2,0%
Shera S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stookbeer S11 Spring,21W - 6L,4.5,1.3,278,15.2%,66.6%,224.9,11.2%,0.37,-,-,Pyke,9,66.7%,Rakan,5,100%,Shen,3,100%
Stookbeer S11 Summer,12W - 6L,3.3,1.9,278,15%,59.1%,240.1,11.5%,0.35,1,-,Pyke,4,75%,Rakan,3,100%,Alistar,3,66.7%
Stookbeer S12 Spring,1W - 13L,1.3,1.6,241,14.9%,70.1%,209.8,12.6%,0.18,-,-,Pyke,2,50%,Rakan,2,0%,Sett,2,0%
Stookbeer S12 Summer,6W - 9L,2.6,1.8,252,14.3%,71.6%,210,10.2%,0.29,1,-,Rakan,4,75%,Sett,3,33.3%,Pyke,3,33.3%
Stookbeer S13 Spring,9W - 9L,2.1,1.8,267,15.3%,67.2%,263.6,11.8%,0.28,1,-,Braum,3,100%,Wukong,3,33.3%,Alistar,2,100%
Stookbeer S13 Summer,9W - 9L,2.8,1.2,256,13.9%,67.8%,204.6,9.2%,0.35,1,-,Rakan,4,0%,Pyke,3,66.7%,Bard,3,100%
Stookbeer S14 Spring,9W - 8L,2.7,1.4,282,15.1%,70.6%,315.2,12.4%,0.34,-,-,Nautilus,5,60%,Senna,4,75%,Pyke,3,66.7%
Storm S11 Spring,1W - 8L,1.4,7.6,348,21.8%,56.4%,379.1,21%,0.16,1,-,Twisted Fate,2,0%,Galio,2,0%,Akali,1,0%
Storm S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Storm S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Storm S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Storm S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Storm S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Storm S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tinowns S11 Spring,22W - 16L,7.2,8.4,407,22.1%,62.9%,525.2,27.3%,0.33,12,-,Zoe,8,75%,Syndra,6,16.7%,Twisted Fate,4,75%
Tinowns S11 Summer,16W - 7L,5.0,7.9,400,21.1%,65.6%,570.8,24.7%,0.38,3,-,Syndra,6,83.3%,Zoe,3,100%,Orianna,3,66.7%
Tinowns S12 Spring,10W - 8L,5.6,8.4,408,22.5%,69.9%,584.5,27.6%,0.31,6,-,Twisted Fate,4,75%,Ahri,4,75%,Ryze,3,66.7%
Tinowns S12 Summer,27W - 16L,7.3,8.3,408,22.1%,69.7%,574.9,25.3%,0.37,5,-,Taliyah,9,77.8%,Ahri,8,50%,Sylas,8,75%
Tinowns S13 Spring,23W - 12L,5.5,8.2,390,21.6%,64.2%,554.5,24.7%,0.3,8,-,Lissandra,7,71.4%,Taliyah,7,85.7%,Azir,4,75%
Tinowns S13 Summer,24W - 11L,5.0,8.3,403,21.7%,60.9%,641.1,28.1%,0.29,5,-,LeBlanc,5,100%,Neeko,5,60%,Ahri,4,50%
Tinowns S14 Spring,22W - 13L,7.9,8.8,422,23%,75.1%,762.8,30.7%,0.33,6,-,Azir,7,57.1%,Taliyah,7,42.9%,Hwei,5,100%
Taki S11 Spring,26W - 18L,3.9,1.4,260,14%,69%,202.4,9.7%,0.4,5,-,Galio,9,44.4%,Thresh,7,71.4%,Rell,7,100%
Taki S11 Summer,15W - 18L,3.2,1,235,13.3%,64%,195.8,9.2%,0.32,1,-,Leona,6,66.7%,Alistar,5,40%,Rakan,4,0%
Taki S12 Spring,31W - 30L,2.9,1.2,255,13.4%,61.8%,173.4,8.1%,0.38,7,-,Nautilus,15,40%,Leona,10,50%,Rakan,4,25%
Taki S12 Summer,30W - 26L,4.1,1,250,13.3%,68.9%,190.5,8.4%,0.35,4,-,Renata Glasc,8,62.5%,Nautilus,7,71.4%,Tahm Kench,6,33.3%
Taki S13 Spring,18W - 19L,4.9,1,248,13.8%,74.8%,206.7,9.5%,0.31,-,-,Rakan,7,57.1%,Nami,4,25%,Ashe,4,50%
Taki S13 Summer,23W - 21L,3.5,1,240,12.9%,70.5%,147.5,6.3%,0.29,3,-,Alistar,10,50%,Rell,9,44.4%,Rakan,7,85.7%
Taki S14 Spring,26W - 11L,4.2,2.7,311,16.1%,70.1%,353.4,13.9%,0.36,4,-,Nautilus,7,71.4%,Senna,4,50%,Renata Glasc,4,100%
Taba17 S11 Spring,13W - 10L,3.5,7.8,391,21.5%,60.2%,420,21.2%,0.29,1,-,Kaisa,8,62.5%,Jhin,3,33.3%,Samira,2,50%
Taba17 S11 Summer,4W - 6L,5.0,9.1,434,25.9%,65.4%,689.3,35.2%,0.27,2,-,Ezreal,5,40%,Tristana,3,33.3%,Kalista,1,0%
Taba17 S12 Spring,10W - 11L,3.3,8.4,417,23.3%,66.4%,579.5,29.1%,0.31,4,-,Jinx,7,14.3%,Aphelios,7,57.1%,Varus,3,66.7%
Taba17 S12 Summer,11W - 10L,3.6,7.7,392,22%,62.1%,623.6,25.7%,0.29,1,-,Zeri,7,28.6%,Ezreal,4,75%,Varus,2,50%
Taba17 S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taba17 S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taba17 S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tatuy S11 Spring,4W - 8L,2.0,6.5,320,19.1%,59.2%,359.6,19.2%,0.22,2,-,Renekton,4,50%,Gragas,3,66.7%,Sion,2,0%
Tatuy S11 Summer,6W - 22L,1.7,7.1,346,21%,54.7%,427.7,21.4%,0.22,6,-,Sett,4,50%,Sion,3,33.3%,Dr. Mundo,3,0%
Tatuy S12 Spring,2W - 16L,1.5,7.2,346,21.4%,54.1%,419.5,22.3%,0.19,5,-,Camille,3,66.7%,Ornn,2,0%,Sion,2,0%
Tatuy S12 Summer,0W - 8L,0.9,7.3,352,22.9%,57.5%,391.8,23.8%,0.13,2,-,Camille,2,0%,Sion,2,0%,Ornn,1,0%
Tatuy S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tatuy S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tatuy S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Steeelback S11 Spring,9W - 9L,3.4,1.1,226,13%,66.4%,184.9,8.9%,0.31,-,-,Alistar,5,40%,Leona,4,50%,Maokai,2,50%
Steeelback S11 Summer,13W - 12L,2.5,1,230,13.1%,63.9%,102.4,5.5%,0.26,-,-,Rakan,5,60%,Leona,5,60%,Braum,4,25%
Steeelback S12 Spring,8W - 10L,4.2,1,223,12.7%,75.8%,110.8,6.1%,0.29,-,-,Leona,7,71.4%,Rakan,3,33.3%,Braum,2,0%
Steeelback S12 Summer,7W - 11L,4.9,1.3,238,14%,81.1%,133,7.3%,0.26,-,-,Rakan,6,33.3%,Nautilus,4,75%,Nami,3,33.3%
Steeelback S13 Spring,10W - 11L,4.1,0.8,231,13%,71.9%,141.1,7.1%,0.24,-,-,Nautilus,5,60%,Nami,3,33.3%,Ashe,3,66.7%
Steeelback S13 Summer,11W - 10L,4.1,0.9,229,12.5%,65.4%,136.2,6.1%,0.31,-,-,Rakan,5,80%,Nautilus,5,60%,Rell,3,66.7%
Steeelback S14 Spring,7W - 11L,3.0,1.5,244,13.7%,74.5%,147.2,6.7%,0.3,1,-,Nautilus,8,37.5%,Rakan,3,33.3%,Milio,2,50%
Siler S11 Spring,10W - 12L,3.0,9.1,412,23.1%,62.4%,480.5,24%,0.24,6,-,Ryze,4,50%,Orianna,3,0%,Corki,3,100%
Siler S11 Summer,6W - 12L,3.5,8.3,377,21.9%,65.5%,452.6,23.2%,0.26,2,-,LeBlanc,4,25%,Orianna,2,50%,Karma,2,50%
Siler S12 Spring,6W - 8L,3.4,8.9,407,22.9%,65%,537.7,27.3%,0.25,5,-,Ryze,4,50%,Corki,3,33.3%,Viktor,2,100%
Siler S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Siler S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Siler S13 Summer,16W - 13L,6.3,9.4,446,24.1%,70.7%,652.8,27.9%,0.32,8,-,LeBlanc,5,40%,Tristana,5,80%,Jayce,4,50%
Siler S14 Spring,2W - 10L,2.4,8.9,381,22.5%,59.6%,485.9,25.5%,0.18,-,-,Hwei,2,50%,Orianna,2,0%,Tristana,2,0%
Strange S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strange S11 Summer,8W - 13L,3.1,7.8,376,21.6%,66.9%,474.8,25.2%,0.28,1,-,Akali,6,50%,Galio,5,40%,Viego,2,0%
Strange S12 Spring,5W - 9L,2.2,8,393,23.1%,61.1%,576.7,30.4%,0.25,3,-,Corki,4,50%,Syndra,2,0%,Cassiopeia,2,50%
Strange S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strange S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strange S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strange S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sketch S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sketch S11 Summer,3W - 5L,3.6,9.5,434,25.5%,69.1%,550,28.2%,0.26,2,-,Aphelios,5,60%,Vayne,1,0%,Ziggs,1,0%
Sketch S12 Spring,2W - 5L,4.0,8.5,434,23.3%,68.4%,579,25%,0.38,2,-,Kaisa,3,33.3%,Zeri,2,50%,Miss Fortune,1,0%
Sketch S12 Summer,1W - 4L,2.8,9.7,446,26.4%,76.7%,664.4,30.2%,0.25,1,-,Draven,2,0%,Karthus,1,0%,Sivir,1,100%
Sketch S13 Spring,2W - 33L,1.5,3.1,258,16.6%,73.9%,280.2,15.7%,0.18,2,-,Nami,5,0%,Varus,4,25%,Jhin,3,0%
Sketch S13 Summer,11W - 25L,2.3,8.6,416,23.7%,59.4%,594.8,26.2%,0.25,7,-,Ziggs,5,20%,Ezreal,4,25%,Jinx,4,0%
Sketch S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tenacity S11 Spring,18W - 12L,3.6,7.5,375,20.8%,62.6%,468.5,22.4%,0.3,8,-,Volibear,8,50%,Gragas,6,66.7%,Aatrox,4,100%
Tenacity S11 Summer,27W - 19L,2.9,7.8,404,21.7%,58.2%,549.3,22.6%,0.34,20,-,Gwen,7,28.6%,Lee Sin,5,80%,Jayce,5,60%
Tenacity S12 Spring,0W - 1L,1.3,8.1,347,21.4%,57.1%,559.7,38.5%,0.12,-,-,Kennen,1,0%,-,-,-,-,-,-
Tenacity S12 Summer,34W - 21L,3.5,9.4,438,23.5%,57.1%,604.2,26.2%,0.26,34,-,Fiora,7,85.7%,Aatrox,7,100%,Ornn,6,33.3%
Tenacity S13 Spring,15W - 15L,3.5,7.6,364,20.7%,58%,415,19.9%,0.22,10,-,Sion,8,62.5%,Gragas,7,57.1%,Jax,3,33.3%
Tenacity S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tenacity S14 Spring,15W - 17L,3.0,8.9,423,23.3%,56.9%,566.8,23%,0.25,14,-,Aatrox,9,55.6%,Renekton,5,80%,KSante,4,0%
Slipper S11 Spring,6W - 11L,2.3,1.4,225,13.2%,63.8%,160.3,8.4%,0.28,-,-,Galio,5,60%,Alistar,4,50%,Rell,4,0%
Slipper S11 Summer,2W - 12L,2.0,1.7,224,14%,69.1%,146.6,9.4%,0.21,-,-,Karma,3,0%,Braum,2,50%,Thresh,2,0%
Slipper S12 Spring,8W - 10L,2.3,1.1,238,13.7%,77.3%,182.1,9.3%,0.32,-,-,Thresh,4,50%,Leona,3,66.7%,Sett,3,66.7%
Slipper S12 Summer,12W - 14L,2.5,1.3,239,13.8%,78.1%,161.4,8.7%,0.25,-,-,Lulu,5,40%,Nautilus,4,50%,Renata Glasc,3,33.3%
Slipper S13 Spring,5W - 13L,1.9,1.2,237,14.3%,76.6%,159.2,8.2%,0.23,2,-,Lulu,5,20%,Leona,2,0%,Thresh,2,100%
Slipper S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Slipper S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Titeito S11 Spring,6W - 12L,2.6,8.2,376,22.1%,70.2%,489.8,26.6%,0.26,2,-,Jayce,3,33.3%,Anivia,2,0%,Syndra,2,0%
Titeito S11 Summer,8W - 10L,3.0,7.6,363,20.8%,62.3%,442,23.7%,0.27,1,-,Sylas,6,50%,Sett,2,0%,Zoe,2,100%
Titeito S12 Spring,4W - 5L,3.3,7.8,377,21.3%,73%,464.3,28.9%,0.3,3,-,Vex,3,33.3%,Syndra,3,66.7%,Galio,1,100%
Titeito S12 Summer,1W - 1L,2.8,7.8,374,20.7%,39.8%,607.4,26.1%,0.17,2,-,Azir,1,0%,Zoe,1,100%,-,-,-
Titeito S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Titeito S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Titeito S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SofM S11 Spring,28W - 15L,4.0,6.2,350,19%,65.5%,346.4,16.8%,0.33,11,-,Olaf,11,63.6%,Udyr,11,63.6%,Hecarim,5,80%
SofM S11 Summer,26W - 21L,3.8,6,343,19%,72%,345.7,17.9%,0.31,-,-,Lee Sin,15,73.3%,Xin Zhao,6,66.7%,Rumble,5,60%
SofM S12 Spring,28W - 20L,3.3,5.5,333,18.3%,63.1%,257.3,13%,0.25,-,-,Viego,13,61.5%,Lee Sin,11,63.6%,Hecarim,6,50%
SofM S12 Summer,24W - 21L,3.5,5.5,326,17.7%,63.8%,283.1,12.4%,0.26,-,-,Viego,20,55%,Wukong,8,62.5%,Poppy,6,66.7%
SofM S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SofM S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SofM S14 Spring,6W - 4L,5.8,1.5,278,14.4%,69.9%,440.2,15.9%,0.39,3,-,Hwei,4,50%,Karma,2,100%,Rakan,2,50%
Thomas S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas S11 Summer,15W - 10L,4.2,0.9,237,13.3%,76.2%,173.4,8.2%,0.39,1,-,Nautilus,5,80%,Nami,4,75%,Thresh,3,66.7%
Thomas S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas S13 Spring,13W - 13L,3.2,1,252,14.1%,62.2%,259,11%,0.33,-,-,Karma,6,66.7%,Nautilus,3,66.7%,Yuumi,2,50%
Thomas S13 Summer,6W - 8L,2.7,1.2,243,13.3%,72%,262.5,9.6%,0.35,-,-,Nautilus,6,33.3%,Blitzcrank,2,0%,Heimerdinger,2,100%
Thomas S14 Spring,20W - 12L,4.3,2.1,273,14.6%,75.1%,297.7,10.8%,0.38,-,-,Maokai,11,81.8%,Nautilus,8,50%,Rell,6,50%
Tony Top S11 Spring,10W - 13L,2.9,7.2,362,20.9%,51.7%,371.7,19.6%,0.21,9,-,Gnar,7,14.3%,Renekton,5,60%,Jax,3,66.7%
Tony Top S11 Summer,23W - 26L,2.5,7.5,383,21.5%,49.7%,431.5,20.6%,0.25,9,-,Jax,7,71.4%,Jayce,6,66.7%,Viego,6,33.3%
Tony Top S12 Spring,30W - 26L,2.5,7.5,362,20%,44.6%,382.2,19.6%,0.21,22,-,Camille,12,41.7%,Gwen,9,66.7%,Ornn,8,50%
Tony Top S12 Summer,12W - 8L,2.7,7.3,371,21.1%,53.4%,438.7,19%,0.22,8,-,Camille,7,57.1%,Jax,4,100%,Gangplank,2,50%
Tony Top S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tony Top S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tony Top S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supa S11 Spring,20W - 15L,3.9,8.6,429,23.4%,63.4%,481.3,26%,0.27,8,-,Kaisa,10,60%,Xayah,5,20%,Senna,4,75%
Supa S11 Summer,15W - 8L,3.2,8.2,407,22.7%,60.2%,627.7,27.2%,0.3,6,-,Ezreal,4,75%,Syndra,4,50%,Kaisa,3,66.7%
Supa S12 Spring,10W - 12L,2.8,8.6,437,24.5%,65.2%,678.2,31.2%,0.3,6,-,Aphelios,6,33.3%,Jinx,6,50%,Kaisa,4,75%
Supa S12 Summer,12W - 11L,3.4,9,440,24.3%,64.5%,769.8,31.3%,0.26,5,-,Ezreal,6,66.7%,Kalista,4,75%,Zeri,3,33.3%
Supa S13 Spring,27W - 16L,4.9,9.1,474,24.9%,67.1%,754.1,30.6%,0.42,16,-,Zeri,12,58.3%,Xayah,9,88.9%,Jinx,8,62.5%
Supa S13 Summer,29W - 17L,4.1,9.1,479,24.9%,71%,790.9,30.7%,0.43,10,-,Kaisa,12,83.3%,Zeri,9,66.7%,Xayah,6,50%
Supa S14 Spring,22W - 23L,4.0,8.6,433,23.5%,71.1%,683,28.7%,0.35,5,-,Senna,9,55.6%,Xayah,8,50%,Aphelios,5,60%
Tatsui S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tatsui S11 Summer,2W - 11L,1.6,6.7,312,19.6%,38.6%,314,21%,0.13,3,-,Sett,5,20%,Dr. Mundo,4,0%,Gnar,2,50%
Tatsui S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tatsui S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tatsui S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tatsui S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tatsui S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Typical S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Typical S11 Summer,11W - 10L,2.5,6,343,19.2%,58.4%,421.7,20.1%,0.32,2,-,Sett,5,60%,Viego,5,40%,Akali,4,25%
Typical S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Typical S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Typical S13 Spring,8W - 10L,1.9,7.4,381,22.3%,52%,453.9,21.5%,0.23,5,-,Gnar,6,66.7%,Jax,2,0%,Gwen,2,50%
Typical S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Typical S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sty1e S11 Spring,29W - 11L,4.3,7.8,431,22.5%,67.7%,503.6,23.3%,0.43,4,-,Kaisa,14,85.7%,Tristana,6,83.3%,Xayah,5,80%
Sty1e S11 Summer,13W - 5L,4.4,9,462,23.3%,60.8%,564.5,23.8%,0.42,4,-,Jinx,5,80%,Kaisa,4,100%,Tristana,3,66.7%
