Name,Record,KDA,CSPM,GPM,Gold %,Kill Participation %,Damage Per Minute,Damage %,K+A/M,Solo Kills,Penta Kills,Champion A,Games A,Winrate A,Champion B,Games B,Winrate B,Champion C,Games C,Winrate C
Armao S12 Spring,33W - 19L,3.8,5.5,338,18.2%,65.6%,266.8,12.8%,0.31,8,-,Viego,12,66.7%,Volibear,8,37.5%,Trundle,7,71.4%
Armao S12 Summer,46W - 15L,5.1,5.4,342,17.8%,65.4%,330.7,12.9%,0.35,11,-,Wukong,16,81.3%,Volibear,13,92.3%,Poppy,9,88.9%
Armao S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Armao S13 Summer,20W - 15L,4.3,5.2,330,17.9%,76%,265.8,12.5%,0.33,1,-,Sejuani,9,44.4%,Ivern,8,62.5%,Nocturne,7,85.7%
Armao S14 Spring,4W - 10L,3.6,5.5,311,17.8%,78.9%,268.5,12.1%,0.24,1,-,Vi,4,25%,Volibear,3,0%,Rell,2,0%
Chapapi S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapapi S11 Summer,8W - 11L,3.3,7.2,374,21.2%,65%,516.1,25.9%,0.34,4,-,Xerath,3,33.3%,Ahri,3,66.7%,Ziggs,2,0%
Chapapi S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapapi S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapapi S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapapi S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapapi S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BeBopBulli S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BeBopBulli S11 Summer,4W - 0L,4.9,3.5,309,15.6%,65.3%,278.2,11.2%,0.43,-,-,Leona,2,100%,Sett,1,100%,Tahm Kench,1,100%
BeBopBulli S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BeBopBulli S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BeBopBulli S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BeBopBulli S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BeBopBulli S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bullet S11 Spring,4W - 10L,3.1,8.1,385,23.8%,63.3%,418.1,23.8%,0.22,-,-,Kaisa,3,33.3%,Aphelios,3,0%,Senna,3,66.7%
Bullet S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bullet S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bullet S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bullet S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bullet S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bullet S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Balkane S11 Spring,3W - 9L,1.7,5.2,294,18.2%,71.2%,207.8,13.3%,0.2,1,-,Lillia,5,40%,Hecarim,2,50%,Volibear,2,0%
Balkane S11 Summer,4W - 10L,2.7,5,319,18.5%,67.9%,347.9,16.9%,0.28,1,-,Volibear,4,25%,Rumble,3,33.3%,Sejuani,2,0%
Balkane S12 Spring,1W - 3L,3.2,5.5,337,19.4%,84.5%,220.6,12.4%,0.27,-,-,Xin Zhao,2,0%,Diana,1,0%,Viego,1,100%
Balkane S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Balkane S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Balkane S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Balkane S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BullyMguire S11 Spring,2W - 13L,1.9,5.7,312,19.2%,71.4%,301.6,19%,0.21,2,-,Hecarim,4,25%,Lillia,3,0%,Taliyah,2,0%
BullyMguire S11 Summer,2W - 11L,1.5,6,327,20.5%,69.3%,332.8,21.3%,0.19,2,-,Viego,3,33.3%,Rumble,2,0%,Diana,2,50%
BullyMguire S12 Spring,0W - 4L,1.0,4.3,269,17.5%,79.2%,189.1,14.2%,0.14,-,-,Volibear,3,0%,Poppy,1,0%,-,-,-
BullyMguire S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BullyMguire S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BullyMguire S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BullyMguire S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chazz S11 Spring,23W - 19L,3.4,8.4,394,22.5%,62.1%,465.6,25.8%,0.27,13,-,Viktor,11,72.7%,Lee Sin,5,40%,Syndra,4,50%
Chazz S11 Summer,18W - 9L,5.9,8.8,429,23.1%,67.5%,443.3,23.3%,0.33,10,-,Lee Sin,6,100%,Viego,4,100%,Orianna,3,66.7%
Chazz S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chazz S12 Summer,10W - 12L,3.8,9,425,23.9%,81.9%,626.9,31.3%,0.3,4,-,Ahri,5,40%,Corki,5,100%,Lissandra,2,50%
Chazz S13 Spring,12W - 9L,4.2,9,428,23.5%,69.8%,650.4,28.7%,0.31,2,-,Taliyah,6,50%,Ryze,5,60%,Akali,3,100%
Chazz S13 Summer,9W - 10L,3.5,8.1,412,22.3%,64.9%,677.1,28.4%,0.35,7,-,Annie,4,50%,Jayce,3,100%,Azir,3,33.3%
Chazz S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bay S11 Spring,20W - 27L,2.7,8.3,363,21%,61.9%,404.1,21.6%,0.22,3,-,Syndra,11,54.5%,Azir,10,30%,Orianna,9,33.3%
Bay S11 Summer,10W - 7L,3.5,7.7,363,20.6%,68.7%,359.8,21.8%,0.28,2,-,Rumble,5,60%,Azir,5,80%,Ryze,3,33.3%
Bay S12 Spring,32W - 19L,4.6,8.4,385,21.1%,68.1%,380.7,21.6%,0.28,6,-,Ryze,11,72.7%,Vex,10,50%,Ahri,9,77.8%
Bay S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bay S13 Spring,34W - 27L,4.6,8,381,21.1%,69.1%,509.3,23.2%,0.27,7,-,Ryze,11,63.6%,Azir,8,25%,Annie,8,62.5%
Bay S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bay S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Budget Mark S11 Spring,1W - 9L,1.6,1.6,230,14.4%,65.4%,199.9,11.1%,0.21,-,-,Thresh,4,0%,Nautilus,2,0%,Rakan,1,0%
Budget Mark S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Budget Mark S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Budget Mark S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Budget Mark S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Budget Mark S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Budget Mark S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chad S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chad S11 Summer,12W - 6L,4.0,5,352,18.5%,66.4%,345.2,15.3%,0.43,5,-,Viego,5,80%,Nocturne,4,75%,Trundle,3,33.3%
Chad S12 Spring,27W - 27L,2.7,5.6,343,18.9%,67.2%,309.1,15.2%,0.31,6,-,Viego,15,60%,Lee Sin,10,30%,Jarvan IV,7,42.9%
Chad S12 Summer,24W - 29L,2.6,5.5,336,18.7%,64.6%,323.9,13.7%,0.3,7,-,Viego,11,54.5%,Rengar,7,42.9%,Trundle,7,0%
Chad S13 Spring,18W - 19L,2.7,5.1,334,18.3%,66.2%,327,13.9%,0.32,2,-,Graves,7,71.4%,Vi,6,50%,Sejuani,4,50%
Chad S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chad S14 Spring,16W - 16L,2.6,6.1,348,19.2%,65.6%,303.3,13.1%,0.29,3,-,Viego,5,60%,Xin Zhao,5,80%,Rengar,4,50%
Chovy S11 Spring,29W - 23L,4.9,10,443,24.6%,68.3%,594.8,28.8%,0.29,24,-,Viktor,8,37.5%,Orianna,6,66.7%,Twisted Fate,5,40%
Chovy S11 Summer,35W - 37L,4.6,9.6,425,23.8%,65.8%,531.5,27.2%,0.25,27,-,Sylas,9,88.9%,Azir,8,62.5%,LeBlanc,7,42.9%
Chovy S12 Spring,28W - 15L,6.4,9.6,443,23.8%,68.4%,564.2,27.4%,0.3,22,-,Corki,7,85.7%,LeBlanc,6,50%,Ryze,6,33.3%
Chovy S12 Summer,51W - 12L,7.2,9.9,454,23.5%,63.8%,603.6,27.1%,0.3,11,-,Azir,19,73.7%,Sylas,13,84.6%,Ahri,12,91.7%
Chovy S13 Spring,48W - 26L,5.7,9.1,425,22.5%,65.2%,606.7,27.1%,0.29,22,-,Ahri,10,60%,Lissandra,7,57.1%,Taliyah,6,66.7%
Chovy S13 Summer,47W - 12L,6.7,9.3,430,22.1%,69.4%,587.6,26.6%,0.33,13,-,Azir,11,72.7%,Annie,9,88.9%,Tristana,8,62.5%
Chovy S14 Spring,52W - 13L,5.8,9.9,468,24.1%,70%,796.1,31.3%,0.33,15,-,Azir,16,68.8%,Corki,14,78.6%,Aurelion Sol,7,85.7%
Alex S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alex S11 Summer,6W - 5L,2.4,5.7,334,19.3%,68.6%,293.3,15.4%,0.25,2,-,Diana,2,0%,Xin Zhao,2,50%,Viego,2,100%
Alex S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alex S12 Summer,6W - 16L,2.8,5.4,326,19.4%,75.9%,277.2,14.7%,0.25,1,-,Wukong,6,50%,Viego,5,20%,Trundle,4,25%
Alex S13 Spring,19W - 12L,3.8,5.4,335,18%,69.6%,331.7,13.8%,0.32,6,-,Wukong,11,45.5%,Sejuani,9,77.8%,Vi,5,40%
Alex S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alex S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aithusa S11 Spring,13W - 10L,4.6,8.1,390,22.2%,68.8%,575.3,28.8%,0.28,2,-,Syndra,7,71.4%,Orianna,5,80%,Azir,4,25%
Aithusa S11 Summer,12W - 9L,3.9,7.9,401,22.3%,68.5%,532.2,25.8%,0.32,8,-,Viktor,5,100%,Ryze,3,33.3%,Orianna,3,100%
Aithusa S12 Spring,15W - 7L,5.8,7.8,408,22.1%,71.2%,579.2,27.1%,0.37,5,-,Ahri,6,66.7%,Twisted Fate,4,75%,Corki,3,66.7%
Aithusa S12 Summer,14W - 10L,6.3,8.2,404,22%,70%,602.3,27.8%,0.36,1,-,Taliyah,6,50%,Sylas,3,66.7%,Azir,3,66.7%
Aithusa S13 Spring,10W - 9L,3.6,7.9,397,21.9%,68.7%,586.4,26.7%,0.3,8,-,Syndra,5,60%,Akali,4,75%,Tristana,2,50%
Aithusa S13 Summer,11W - 14L,4.0,8.5,414,23%,72.9%,609.4,29.1%,0.3,8,-,Azir,8,50%,Neeko,6,33.3%,Ahri,3,33.3%
Aithusa S14 Spring,3W - 15L,2.4,7.6,366,22%,76.5%,653.5,29.3%,0.22,1,-,Taliyah,4,0%,Azir,4,0%,Orianna,3,33.3%
Bugi S11 Spring,15W - 8L,3.2,6.2,349,19.8%,72.7%,384.9,20.5%,0.31,4,-,Lillia,5,80%,Graves,4,50%,Nidalee,3,100%
Bugi S11 Summer,13W - 13L,2.9,5.9,346,20.2%,75.5%,351.1,18.8%,0.29,4,-,Diana,9,55.6%,Xin Zhao,6,66.7%,Viego,4,75%
Bugi S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bugi S12 Summer,19W - 7L,6.9,6.1,401,21%,77.9%,495.8,19.8%,0.45,6,-,Wukong,7,85.7%,Vi,6,50%,Viego,4,100%
Bugi S13 Spring,8W - 10L,2.6,5.3,323,18.7%,78.1%,369.1,16.1%,0.25,2,-,Wukong,5,40%,Elise,3,66.7%,Sejuani,3,33.3%
Bugi S13 Summer,12W - 16L,3.1,5,320,18.3%,79%,315,15.4%,0.29,-,-,Maokai,6,50%,Sejuani,6,50%,Nocturne,3,33.3%
Bugi S14 Spring,5W - 9L,2.9,5.7,333,19%,71.9%,358.6,15%,0.28,2,-,Xin Zhao,2,50%,Ivern,2,50%,Volibear,2,0%
Ari S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ari S11 Summer,0W - 2L,3.0,7.6,349,21.4%,91.7%,312.7,20.5%,0.24,-,-,Orianna,1,0%,Seraphine,1,0%,-,-,-
Ari S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ari S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ari S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ari S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ari S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arrietty S11 Spring,26W - 18L,3.8,8.6,433,23.2%,63.5%,501.2,23.7%,0.37,10,-,Kaisa,14,64.3%,Xayah,6,66.7%,Aphelios,6,66.7%
Arrietty S11 Summer,2W - 5L,3.5,8.6,398,23.2%,62.1%,510.6,24.1%,0.31,-,-,Jhin,3,33.3%,Jinx,2,50%,Xayah,1,0%
Arrietty S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arrietty S12 Summer,19W - 18L,3.5,8.6,432,23.2%,63.2%,563.1,24.4%,0.3,1,-,Sivir,10,60%,Zeri,7,28.6%,Senna,6,50%
Arrietty S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arrietty S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arrietty S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chuffylol S11 Spring,2W - 6L,1.7,5.6,345,21%,70.3%,456.4,19.4%,0.31,3,-,Udyr,2,50%,Graves,1,0%,Taliyah,1,0%
Chuffylol S11 Summer,0W - 3L,1.0,4.7,292,18.1%,59.5%,286.5,14.2%,0.25,-,-,Nocturne,1,0%,Xin Zhao,1,0%,Volibear,1,0%
Chuffylol S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chuffylol S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chuffylol S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chuffylol S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chuffylol S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asper S11 Spring,21W - 3L,4.7,1.1,253,13.1%,71.9%,167,8.3%,0.44,2,-,Alistar,4,75%,Leona,4,100%,Gragas,3,100%
Asper S11 Summer,5W - 13L,2.6,1.2,227,13.4%,68.2%,138.6,7.3%,0.25,-,-,Thresh,2,100%,Galio,2,0%,Rakan,2,0%
Asper S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asper S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Asper S13 Spring,16W - 12L,3.7,1.2,256,14.2%,77.9%,195.3,9%,0.35,-,-,Renata Glasc,6,83.3%,Rakan,3,0%,Zoe,2,100%
Asper S13 Summer,21W - 14L,4.0,1.1,254,13.3%,73.3%,168.3,7%,0.42,-,-,Rell,9,66.7%,Nautilus,7,85.7%,Rakan,5,60%
Asper S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chelizi S11 Spring,12W - 26L,2.3,7.8,368,21.2%,61.1%,382.1,21.6%,0.22,5,-,Renekton,9,44.4%,Gnar,7,42.9%,Ornn,5,0%
Chelizi S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chelizi S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chelizi S12 Summer,1W - 6L,1.5,7.9,355,21.7%,75.5%,442.4,21.6%,0.14,-,-,Sejuani,3,0%,Ornn,1,0%,Gwen,1,100%
Chelizi S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chelizi S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chelizi S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adept S11 Spring,12W - 5L,3.4,1.4,245,13.6%,68.6%,185.5,9%,0.31,-,-,Rell,5,80%,Braum,3,66.7%,Gragas,2,50%
Adept S11 Summer,16W - 10L,3.0,1,234,13.2%,70.9%,165.4,8.5%,0.31,1,-,Galio,6,83.3%,Nautilus,5,80%,Leona,4,75%
Adept S12 Spring,1W - 17L,1.4,1.7,235,14.4%,61.9%,200.4,10.3%,0.21,-,-,Rakan,3,0%,Nautilus,3,0%,Yuumi,2,0%
Adept S12 Summer,6W - 12L,2.7,1,230,13.3%,73.3%,162.1,8.2%,0.3,-,-,Rell,6,16.7%,Rakan,3,100%,Nautilus,2,0%
Adept S13 Spring,6W - 8L,2.8,1,234,13.3%,66.6%,176.4,8.6%,0.35,-,-,Rakan,4,75%,Leona,2,50%,Rell,2,100%
Adept S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Adept S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BOSS S11 Spring,18W - 14L,3.1,7,367,20.9%,63.9%,392,21%,0.29,11,-,Gnar,10,60%,Sion,5,60%,Nocturne,4,0%
BOSS S11 Summer,20W - 13L,3.6,7.4,391,21.3%,56.7%,449.2,22.5%,0.29,10,-,Gwen,7,42.9%,Renekton,6,66.7%,Camille,4,75%
BOSS S12 Spring,12W - 9L,2.8,8,390,21.3%,43.9%,447.8,21.4%,0.21,7,-,Renekton,6,83.3%,Jayce,5,40%,Gnar,3,33.3%
BOSS S12 Summer,10W - 13L,2.5,7.7,376,21.3%,58.6%,489.2,23.5%,0.21,1,-,Gnar,9,44.4%,Gwen,4,0%,Gangplank,4,50%
BOSS S13 Spring,17W - 13L,3.7,7.3,392,20.8%,49.4%,549.2,20.9%,0.31,11,-,Renekton,7,57.1%,Gnar,6,66.7%,Jax,5,80%
BOSS S13 Summer,17W - 9L,4.1,7.5,382,19.5%,41.7%,455.1,16.5%,0.28,10,-,Renekton,7,57.1%,KSante,6,50%,Ornn,4,75%
BOSS S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aodi S11 Spring,3W - 3L,3.2,7,357,19.3%,70.6%,464.4,23.2%,0.35,2,-,Gragas,3,33.3%,Renekton,1,100%,Gnar,1,0%
Aodi S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aodi S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aodi S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aodi S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aodi S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aodi S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Charley S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Charley S11 Summer,5W - 4L,2.4,1.2,239,13.4%,71.3%,137.7,7.6%,0.37,-,-,Thresh,4,75%,Rell,2,50%,Leona,1,0%
Charley S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Charley S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Charley S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Charley S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Charley S14 Spring,3W - 17L,1.4,1.1,233,13.9%,63.1%,175.5,8.5%,0.2,1,-,Rell,4,0%,Rakan,3,33.3%,Milio,3,33.3%
Aegis S11 Spring,16W - 10L,5.7,7,365,20.2%,69.1%,295.9,15.5%,0.33,2,-,Udyr,6,66.7%,Lillia,3,100%,Hecarim,3,0%
Aegis S11 Summer,22W - 16L,4.1,6.5,374,20.5%,67.4%,356.7,17.6%,0.36,7,-,Lee Sin,12,75%,Xin Zhao,9,44.4%,Diana,7,57.1%
Aegis S12 Spring,25W - 20L,4.5,6.3,373,20.7%,74%,300.6,15.9%,0.36,12,-,Jarvan IV,10,70%,Xin Zhao,8,62.5%,Lee Sin,7,57.1%
Aegis S12 Summer,19W - 12L,3.8,6.2,362,19.7%,66.6%,286.5,12.7%,0.33,1,-,Wukong,10,70%,Trundle,5,100%,Viego,4,75%
Aegis S13 Spring,13W - 13L,3.2,6.1,341,19.4%,70.3%,291.3,14.7%,0.26,-,-,Maokai,9,66.7%,Sejuani,6,50%,Vi,4,25%
Aegis S13 Summer,20W - 11L,5.0,5.5,350,19%,73.7%,311.3,13.7%,0.36,3,-,Ivern,5,80%,Sejuani,5,60%,Wukong,4,100%
Aegis S14 Spring,19W - 12L,3.2,5.8,340,18.6%,72.1%,313.1,13.3%,0.32,-,-,Vi,5,80%,Lee Sin,4,50%,Nocturne,3,33.3%
BAO S11 Spring,22W - 29L,3.1,9.3,416,23.7%,59.6%,433.6,22.6%,0.2,3,-,Kaisa,20,30%,Xayah,8,75%,Aphelios,6,83.3%
BAO S11 Summer,10W - 25L,3.2,9.9,411,23.9%,59.6%,478.9,27%,0.18,2,-,Varus,10,20%,Aphelios,5,60%,Jinx,4,25%
BAO S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BAO S12 Summer,15W - 11L,5.6,9.6,460,25.5%,76.9%,627.9,30.7%,0.35,1,-,Zeri,10,60%,Sivir,5,80%,Lucian,4,50%
BAO S13 Spring,34W - 10L,6.6,9.7,482,24.9%,73.3%,731.4,29.2%,0.41,10,-,Xayah,16,81.3%,Jinx,7,85.7%,Aphelios,6,50%
BAO S13 Summer,25W - 6L,6.1,9.4,485,24.3%,73.3%,742,28.5%,0.43,6,-,Kaisa,9,66.7%,Xayah,8,75%,Aphelios,6,100%
BAO S14 Spring,24W - 20L,6.7,9.4,452,24.5%,77.3%,729,30.9%,0.36,6,-,Xayah,9,100%,Zeri,7,28.6%,Varus,5,60%
Cabu S11 Spring,4W - 14L,2.1,1.1,211,12.8%,62.3%,113.7,7.6%,0.19,-,-,Alistar,5,20%,Leona,4,50%,Thresh,4,25%
Cabu S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cabu S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cabu S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cabu S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cabu S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cabu S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aiming S11 Spring,16W - 22L,3.0,9.5,430,24.3%,63.5%,486.2,25.1%,0.24,4,-,Kaisa,11,27.3%,Samira,7,57.1%,Jhin,4,75%
Aiming S11 Summer,24W - 20L,4.5,9.5,438,24%,67.8%,609,30.3%,0.3,-,-,Ezreal,16,68.8%,Kalista,5,60%,Ziggs,5,40%
Aiming S12 Spring,19W - 24L,3.9,10,453,25.3%,68.3%,551.7,30%,0.25,3,-,Aphelios,9,66.7%,Jinx,9,44.4%,Kalista,5,40%
Aiming S12 Summer,29W - 26L,5.4,9.8,454,25.1%,69.1%,594.4,29%,0.25,2,-,Zeri,12,50%,Aphelios,10,100%,Lucian,7,71.4%
Aiming S13 Spring,37W - 23L,5.6,10.1,461,25.1%,65.7%,563,28.6%,0.25,7,-,Zeri,19,78.9%,Varus,10,50%,Ezreal,8,87.5%
Aiming S13 Summer,50W - 19L,8.4,10.5,499,26.2%,75.8%,627.8,30.1%,0.35,8,-,Kaisa,20,80%,Zeri,14,78.6%,Aphelios,13,61.5%
Aiming S14 Spring,26W - 29L,5.1,9.7,456,25%,68.5%,642.9,29.4%,0.26,2,-,Lucian,15,53.3%,Xayah,7,57.1%,Kalista,7,42.9%
Blaber S11 Spring,39W - 24L,5.2,7.1,374,20.3%,73.1%,353.3,19.3%,0.34,10,-,Udyr,13,53.8%,Lillia,9,66.7%,Taliyah,7,71.4%
Blaber S11 Summer,35W - 29L,4.2,6.5,360,19.6%,70.9%,357,18.3%,0.32,12,-,Xin Zhao,13,61.5%,Lee Sin,11,72.7%,Diana,10,50%
Blaber S12 Spring,21W - 16L,3.8,6.7,369,19.9%,73.1%,298.2,15.6%,0.31,3,-,Lee Sin,9,55.6%,Xin Zhao,4,75%,Hecarim,4,100%
Blaber S12 Summer,24W - 17L,3.3,6,342,18.9%,73.2%,336.7,16.4%,0.28,3,-,Trundle,8,50%,Wukong,7,71.4%,Viego,3,33.3%
Blaber S13 Spring,27W - 13L,3.4,5.9,354,19.1%,68%,388.7,16.2%,0.31,1,-,Maokai,9,100%,Wukong,4,75%,Sejuani,4,50%
Blaber S13 Summer,23W - 12L,4.3,6.6,383,19.9%,76.3%,425.8,18.6%,0.36,6,-,Sejuani,8,62.5%,Maokai,6,83.3%,Kindred,5,80%
Blaber S14 Spring,11W - 12L,3.6,6.3,349,19%,77.2%,347.4,15.7%,0.28,3,-,Xin Zhao,4,75%,Maokai,3,0%,Sejuani,3,33.3%
Benda S11 Spring,7W - 12L,1.9,7.7,373,21.5%,58.2%,410.5,23.4%,0.25,11,-,Lucian,5,40%,Orianna,3,33.3%,Syndra,3,0%
Benda S11 Summer,2W - 1L,6.5,8.7,400,22.2%,49.9%,340.8,20%,0.24,1,-,Vladimir,1,100%,Ryze,1,100%,Akali,1,0%
